url_path,views_total,views_unique
/edgafner/dorkag/issues,97,14
/edgafner/dorkag,44,11
/edgafner/dorkag/issues/30,37,7
/edgafner/dorkag/wiki,25,17
/edgafner/dorkag/issues/31,15,4
/edgafner/dorkag/issues/new,15,2
/edgafner/dorkag/issues/37,12,4
/edgafner/dorkag/issues/34,12,2
/edgafner/dorkag/issues/new/choose,11,2
/edgafner/dorkag/issues/29,10,3
